LineID,InvoiceID,LineNumber,GLAccountID,Quantity,UnitPrice
121,41,1,4017,13,1426.09
122,41,2,4002,23,902.48
123,42,1,4008,27,1905.36
124,42,2,4006,45,586.42
125,42,3,4002,48,995.10
126,42,4,4019,11,1023.46
127,43,1,4016,14,328.41
128,43,2,4009,30,1443.95
129,43,3,4009,46,247.02
130,44,1,4001,41,1768.37
131,45,1,4011,14,12.79
132,45,2,4013,21,1413.87
133,46,1,4007,19,123.95
134,46,2,4018,47,361.70
135,46,3,4020,7,1379.35
136,46,4,4006,41,420.26
137,46,5,4013,38,1717.86
138,47,1,4005,10,196.45
139,47,2,4009,13,1887.28
140,47,3,4004,11,1636.82
141,48,1,4016,28,1819.17
142,49,1,4003,47,33.46
143,49,2,4002,1,1292.52
144,888144,1,4003,10,1203.28
145,50,2,4015,35,683.40
146,50,3,4004,49,894.21
147,51,1,4001,4,542.24
148,51,2,4000,7,214.11
149,52,1,4012,2,776.91
150,52,2,4003,44,1647.34
151,53,1,4011,7,570.81
152,53,2,4019,6,1212.97
153,54,1,4009,44,1787.30
154,54,2,4008,23,549.48
155,55,1,4004,1,1956.32
156,56,1,4018,29,1573.24
157,56,2,4005,28,564.17
158,56,3,4013,50,645.44
159,56,4,4007,39,673.60
160,57,1,4007,27,1082.11
161,57,2,4007,25,1432.69
162,57,3,4011,45,729.80
163,57,4,4011,36,275.85
164,58,1,4013,19,1672.15
165,58,2,4004,16,456.93
166,59,1,4018,-47,1930.18
167,59,2,4004,5,1191.91
168,59,3,4005,6,34.83
169,59,4,4013,31,1498.73
170,60,1,4020,29,1393.54
171,60,2,4013,3,355.42
172,60,3,4018,44,914.05
173,61,1,4016,20,853.10
174,61,2,4007,25,259.02
175,61,3,4014,26,1494.53
176,61,4,4011,31,1287.36
177,61,5,4010,42,547.14
178,62,1,4009,16,1087.72
179,63,1,4018,36,1859.11
180,63,2,4002,37,1973.12
181,64,1,4010,1,1505.84
182,64,2,4010,49,718.12
183,64,3,4000,27,1012.12
184,65,1,4014,25,1738.94
185,65,2,4020,6,195.65
186,65,3,4019,10,330.48
187,65,4,4009,42,1539.59
188,65,5,4012,24,1880.88
189,66,1,4015,14,1217.69
190,66,2,4002,7,293.82
191,67,1,4018,7,347.74
192,67,2,4015,24,151.56
193,67,3,4018,17,889.67
194,67,4,4004,32,1719.42
195,68,1,4013,24,1253.02
196,68,2,4020,33,1756.04
197,888197,3,4003,4,497.19
198,68,4,4014,19,1144.57
199,69,1,4002,23,1288.54
200,70,1,4012,47,1919.50
201,70,2,4015,22,691.42
202,71,1,4006,18,1094.71
203,72,1,4011,37,1206.14
204,72,2,4013,28,434.71
205,72,3,4002,18,360.45
206,73,1,4005,46,845.25
207,73,2,4005,4,1804.27
208,73,3,4005,13,844.01
209,74,1,4019,23,1144.93
210,74,2,4010,13,1339.25
211,74,3,4003,1,922.73
212,74,4,4004,44,
213,75,1,4013,41,203.92
214,75,2,4006,45,340.54
215,888215,3,4009,44,38.60
216,75,4,4013,33,258.24
217,76,1,4003,23,1089.51
218,76,2,4013,12,752.51
219,76,3,4019,25,1322.62
220,76,4,4019,7,1613.82
221,77,1,4014,7,1505.94
222,77,2,4007,33,74.94
223,77,3,4003,50,768.35
224,77,4,4012,23,1828.92
225,78,1,4009,24,1020.05
226,888226,1,4004,44,1801.37
227,79,2,4005,24,1042.74
228,79,3,4020,37,491.24
229,79,4,4020,26,1604.65
230,80,1,4003,47,1809.30
231,80,2,4020,46,1013.47
232,80,3,4000,17,326.52
233,80,4,4017,-28,1542.36
234,81,1,4020,37,1487.26
235,82,1,4007,12,1796.84
236,82,2,4008,47,1574.24
237,82,3,4003,6,1258.60
238,83,1,4005,30,254.14
239,84,1,4015,5,729.18
240,85,1,4012,27,1918.84
241,888241,1,4005,41,1619.01
242,86,2,4011,43,1217.24
243,86,3,4008,31,
244,87,1,4006,13,1076.55
245,88,1,4004,8,68.70
246,88,2,4020,18,406.48
247,88,3,4006,19,1619.93
248,89,1,4003,12,1693.61
249,89,2,4015,38,1179.28
250,89,3,4019,28,853.24
251,90,1,4002,39,407.44
252,91,1,4019,11,1916.61
253,91,2,4010,42,1065.69
254,91,3,4011,28,721.91
255,888255,4,4010,10,253.38
256,92,1,4009,30,649.91
257,92,2,4002,39,442.75
258,93,1,4006,42,1514.84
259,93,2,4003,4,1002.32
260,93,3,4009,29,660.48
261,93,4,4009,2,1713.65
262,93,5,4001,9,811.59
263,94,1,4009,-42,945.09
264,94,2,4015,18,698.19
265,94,3,4020,40,603.90
266,95,1,4004,24,214.46
267,96,1,4011,21,1451.26
268,97,1,4003,1,1737.35
269,97,2,4012,4,159.33
270,97,3,4010,18,1850.47
271,97,4,4014,10,1776.72
272,97,5,4008,43,1059.90
273,98,1,4002,50,459.40
274,98,2,4006,23,1747.02
275,888275,3,4006,45,1943.81
276,99,1,4016,25,218.02
277,99,2,4004,33,1523.37
278,99,3,4014,33,268.82
279,99,4,4005,40,1562.24
280,100,1,4007,37,303.11
281,100,2,4014,2,
282,100,3,4004,23,1854.59
283,101,1,4001,33,674.14
284,101,2,4005,42,1856.76
285,101,3,4001,39,1218.82
286,101,4,4018,42,231.05
287,102,1,4012,16,211.05
288,102,2,4015,26,447.58
289,102,3,4009,14,415.12
290,103,1,4007,7,1816.49
291,104,1,4000,21,341.62
292,104,2,4002,43,674.77
293,105,1,4000,44,29.37
294,888294,2,4009,32,950.41
295,106,1,4010,34,1512.44
296,106,2,4008,29,708.05
297,107,1,4019,-30,711.73
298,107,2,4013,31,1374.71
299,107,3,4013,15,291.85
300,108,1,4008,14,395.75
301,108,2,4016,41,1799.45
302,108,3,4013,12,1361.34
303,109,1,4003,20,1163.24
304,109,2,4003,28,1137.66
305,109,3,4009,1,1374.20
306,110,1,4000,36,614.25
307,110,2,4009,30,573.20
308,110,3,4011,1,
309,110,4,4002,19,1008.97
310,110,5,4002,46,1991.87
311,111,1,4012,15,1866.54
312,111,2,4019,28,1809.28
313,111,3,4004,20,877.27
314,112,1,4018,17,1113.02
315,112,2,4003,41,374.91
316,113,1,4014,34,633.39
317,113,2,4017,23,846.81
318,114,1,4007,50,1514.15
319,115,1,4001,33,1245.57
320,115,2,4016,49,260.61
321,115,3,4003,30,178.47
322,115,4,4001,22,1645.66
323,115,5,4006,8,1352.08
324,116,1,4020,10,1934.88
325,888325,2,4015,10,628.67
326,116,3,4003,40,
327,116,4,4014,34,416.54
328,116,5,4007,26,252.40
329,117,1,4013,17,1365.83
330,117,2,4005,10,377.77
331,117,3,4003,33,1097.90
332,117,4,4003,38,1338.72
333,117,5,4018,30,
334,118,1,4014,1,77.83
335,118,2,4014,3,715.91
336,118,3,4006,-18,325.05
337,118,4,4004,23,1054.86
338,119,1,4008,42,685.19
339,119,2,4015,49,1847.72
340,119,3,4016,25,1215.63
341,120,1,4019,17,654.91
342,120,2,4003,26,68.75
343,120,3,4007,32,958.06
344,120,4,4013,7,356.26
345,120,5,4014,5,508.46
346,121,1,4014,39,68.62
347,121,2,4015,25,1278.42
348,121,3,4016,29,458.74
349,122,1,4004,6,1261.94
350,122,2,4005,1,821.97
351,123,1,4011,32,422.87
352,123,2,4020,40,1708.31
353,123,3,4003,25,1142.61
354,123,4,4009,8,112.44
355,123,5,4009,17,722.23
356,124,1,4012,35,1707.86
357,125,1,4008,4,1784.70
358,125,2,4001,-42,682.71
359,125,3,4001,9,1635.36
360,125,4,4001,16,1613.27
361,125,5,4002,23,1900.32
362,126,1,4016,31,548.31
363,126,2,4007,15,868.72
364,126,3,4019,2,62.44
365,126,4,4012,25,1478.47
366,126,5,4003,45,1405.66
367,127,1,4002,24,692.82
368,127,2,4017,-38,832.00
369,127,3,4001,37,1605.52
370,127,4,4019,5,882.73
371,127,5,4003,42,1996.20
372,128,1,4011,5,1091.86
373,129,1,4020,29,1883.44
374,129,2,4001,16,542.40
375,130,1,4004,27,1247.52
376,130,2,4004,34,1486.40
377,130,3,4003,3,1399.70
378,131,1,4002,32,547.89
379,132,1,4014,18,
380,133,1,4009,15,377.01
381,134,1,4010,35,1875.08
382,135,1,4013,49,1516.93
383,135,2,4017,28,1857.85
384,135,3,4017,25,1865.62
385,136,1,4012,28,1140.92
386,888386,2,4008,30,1850.08
387,136,3,4001,6,1544.97
388,136,4,4019,40,544.81
389,137,1,4014,8,1324.95
390,138,1,4017,2,938.21
391,138,2,4017,14,1163.34
392,138,3,4008,21,886.47
393,138,4,4001,32,1264.37
394,139,1,4010,8,376.67
395,139,2,4008,3,463.63
396,140,1,4007,44,1700.32
397,141,1,4010,7,893.19
398,141,2,4009,37,1647.16
399,141,3,4020,-10,1217.86
400,142,1,4009,31,595.19
401,142,2,4016,10,60.82
402,142,3,4006,46,1021.28
403,143,1,4002,38,1455.26
404,143,2,4020,5,1984.72
405,143,3,4001,36,1082.55
406,143,4,4018,39,1053.65
407,144,1,4010,16,1600.02
408,144,2,4013,48,1389.22
409,144,3,4015,24,1125.31
410,145,1,4004,15,843.51
411,145,2,4019,35,1819.44
412,145,3,4016,17,689.73
413,145,4,4014,10,1268.93
414,145,5,4015,1,843.06
415,146,1,4002,9,
416,147,1,4012,33,1838.06
417,147,2,4010,45,1426.85
418,148,1,4011,39,1988.33
419,148,2,4015,29,1265.36
420,148,3,4016,45,375.07
421,148,4,4014,6,25.49
422,148,5,4003,25,361.68
423,149,1,4016,20,106.09
424,149,2,4001,28,774.29
425,150,1,4009,28,1154.52
426,150,2,4009,11,554.96
427,151,1,4006,39,1849.79
428,151,2,4017,36,
429,151,3,4006,35,23.26
430,152,1,4003,37,895.20
431,152,2,4008,46,1691.04
432,152,3,4011,6,1986.22
433,153,1,4008,48,1457.45
434,154,1,4001,41,1347.44
435,154,2,4017,28,1413.16
436,154,3,4007,43,1255.90
437,154,4,4015,9,1745.51
438,155,1,4002,32,1469.79
439,155,2,4017,34,
440,156,1,4020,14,87.24
441,156,2,4009,38,703.92
442,156,3,4019,15,1339.27
443,156,4,4009,23,597.88
444,156,5,4014,27,657.54
445,157,1,4015,43,1396.97
446,157,2,4006,32,
447,157,3,4012,27,1545.88
448,158,1,4010,28,1825.61
449,158,2,4005,41,623.94
450,158,3,4010,35,1254.32
451,158,4,4002,9,49.64
452,159,1,4011,23,1110.26
453,159,2,4007,35,322.42
454,159,3,4007,19,1822.20
455,160,1,4015,3,1512.69
456,161,1,4001,11,58.25
457,162,1,4008,48,1570.27
458,162,2,4000,6,1013.97
459,162,3,4018,1,1087.98
460,163,1,4000,13,1720.01
461,163,2,4015,20,413.31
462,163,3,4015,25,195.19
463,888463,4,4015,19,1071.08
464,164,1,4000,24,1432.01
465,164,2,4009,26,899.70
466,164,3,4006,22,1263.53
467,164,4,4016,32,176.94
468,165,1,4010,49,1537.14
469,165,2,4008,10,1381.11
470,165,3,4020,45,1129.19
471,165,4,4002,16,1420.65
472,888472,5,4016,7,164.23
473,166,1,4015,11,1740.80
474,167,1,4012,41,979.51
475,167,2,4008,1,876.60
476,168,1,4016,21,749.55
477,168,2,4008,44,1231.86
478,168,3,4004,31,1873.04
479,168,4,4004,11,
480,168,5,4003,31,1954.18
481,169,1,4011,30,131.60
482,169,2,4008,41,459.80
483,169,3,4019,19,1737.51
484,169,4,4002,50,516.95
485,169,5,4003,38,1464.01
486,170,1,4018,34,1534.45
487,170,2,4015,39,1616.53
488,171,1,4019,-11,471.34
489,171,2,4001,10,
490,172,1,4003,33,856.56
491,172,2,4009,16,760.85
492,173,1,4020,21,1767.74
493,173,2,4008,18,1681.35
494,173,3,4011,44,1800.53
495,173,4,4006,30,698.52
496,173,5,4011,25,1867.05
497,174,1,4008,-13,627.68
498,174,2,4015,33,1217.48
499,174,3,4018,26,1394.04
500,174,4,4015,2,1855.87
501,174,5,4001,12,1751.12
502,175,1,4004,2,1429.49
503,175,2,4001,6,1693.15
504,175,3,4019,21,1092.73
505,176,1,4018,22,1697.98
506,177,1,4001,-34,1332.35
507,177,2,4005,5,1524.97
508,177,3,4020,29,1220.97
509,178,1,4002,20,707.86
510,179,1,4010,30,1836.84
511,888511,2,4020,38,50.01
512,179,3,4020,24,1755.62
513,179,4,4009,13,1478.84
514,179,5,4008,12,1134.43
515,180,1,4011,12,526.11
516,180,2,4005,38,1547.02
517,181,1,4011,38,1080.52
518,182,1,4008,14,1937.30
519,182,2,4003,6,429.34
520,182,3,4011,34,380.99
521,183,1,4011,25,1803.54
522,183,2,4005,1,956.24
523,183,3,4019,23,939.01
524,183,4,4007,30,1392.05
525,183,5,4001,17,1205.87
526,184,1,4008,49,1854.50
527,184,2,4019,37,66.82
528,185,1,4001,13,1140.30
529,185,2,4005,6,1533.99
530,185,3,4002,-30,303.51
531,185,4,4017,12,414.61
532,185,5,4012,50,959.91
533,186,1,4003,31,1664.38
534,186,2,4009,25,1528.46
535,187,1,4018,39,152.60
536,187,2,4010,2,1220.96
537,187,3,4020,33,1225.03
538,187,4,4010,15,384.06
539,188,1,4015,42,309.99
540,188,2,4016,3,1910.48
541,188,3,4012,7,174.45
542,188,4,4000,1,266.19
543,189,1,4008,42,809.39
544,189,2,4011,48,1211.24
545,189,3,4005,50,676.78
546,189,4,4010,28,773.11
547,190,1,4001,17,1627.54
548,190,2,4019,30,251.89
549,190,3,4000,44,857.15
550,190,4,4009,35,593.55
551,190,5,4012,41,232.25
552,191,1,4013,12,198.20
553,191,2,4016,18,921.48
554,192,1,4020,30,659.91
555,192,2,4009,7,1960.73
556,192,3,4002,28,376.02
557,192,4,4019,28,1589.35
558,192,5,4018,33,1589.51
559,193,1,4008,14,879.52
560,193,2,4008,33,1213.20
561,193,3,4008,1,47.25
562,193,4,4000,30,1952.04
563,194,1,4018,15,582.78
564,194,2,4000,27,664.22
565,194,3,4015,22,699.27
566,195,1,4018,35,1349.24
567,195,2,4016,6,1127.04
568,196,1,4019,20,637.52
569,196,2,4000,38,709.74
570,196,3,4017,49,1117.31
571,197,1,4003,25,1700.84
572,197,2,4012,37,1731.14
573,198,1,4011,27,443.33
574,198,2,4010,41,1770.67
575,198,3,4014,33,790.42
576,198,4,4009,19,904.42
577,198,5,4003,1,674.77
578,199,1,4019,38,1948.75
579,199,2,4013,15,1243.64
580,199,3,4002,2,507.38
581,199,4,4016,-24,1206.67
582,200,1,4006,11,1448.89
583,200,2,4014,21,138.98
584,201,1,4016,44,1979.53
585,201,2,4005,42,1211.97
586,202,1,4013,30,148.99
587,202,2,4008,34,1725.72
588,203,1,4014,8,1217.88
589,203,2,4001,31,128.97
590,203,3,4003,24,1855.51
591,203,4,4003,7,532.37
592,203,5,4015,47,831.66
593,204,1,4015,17,1287.65
594,204,2,4014,49,527.40
595,205,1,4000,37,81.13
596,205,2,4005,15,1131.44
597,205,3,4004,37,955.82
598,206,1,4006,39,774.61
599,206,2,4016,38,1172.63
600,207,1,4016,31,349.12
601,207,2,4016,21,762.18
602,207,3,4010,31,
603,207,4,4003,15,456.38
604,888604,1,4016,23,1143.12
605,208,2,4010,15,733.49
606,209,1,4002,5,1923.70
607,209,2,4005,4,1050.67
608,209,3,4005,45,1716.47
609,209,4,4002,3,538.87
610,209,5,4018,9,131.12
611,210,1,4002,30,1764.47
612,210,2,4018,13,889.38
613,210,3,4003,14,
614,210,4,4019,47,1557.02
615,211,1,4010,1,820.27
616,211,2,4017,33,574.67
617,211,3,4003,16,1358.91
618,211,4,4015,49,980.29
619,212,1,4014,11,1523.27
620,212,2,4007,22,1081.79
621,212,3,4009,14,617.71
622,212,4,4012,40,1347.06
623,213,1,4020,11,322.69
624,213,2,4015,39,1561.71
625,214,1,4014,24,674.11
626,214,2,4012,20,793.15
627,214,3,4008,4,713.69
628,215,1,4000,46,1327.49
629,216,1,4006,28,658.11
630,216,2,4010,40,1714.24
631,216,3,4001,47,1445.32
632,217,1,4018,45,1415.91
633,217,2,4014,25,121.67
634,217,3,4013,19,277.23
635,217,4,4014,10,1183.72
636,218,1,4009,21,1527.95
637,218,2,4010,-45,1546.48
638,219,1,4014,50,1770.32
639,219,2,4000,24,1358.56
640,219,3,4001,9,827.45
641,220,1,4001,4,
642,220,2,4010,33,660.87
643,220,3,4003,41,160.35
644,220,4,4014,35,1031.87
645,220,5,4008,40,389.87
646,221,1,4005,29,1988.76
647,221,2,4013,42,913.55
648,221,3,4000,2,594.69
649,221,4,4010,15,309.48
650,222,1,4018,30,408.66
651,222,2,4017,10,305.08
652,222,3,4002,39,88.51
653,222,4,4005,21,1857.65
654,222,5,4000,28,473.63
655,223,1,4006,29,
656,223,2,4018,25,882.71
657,224,1,4005,6,1018.34
658,225,1,4013,8,1483.88
659,225,2,4016,13,190.67
660,226,1,4003,-30,766.26
661,227,1,4009,24,1674.70
662,227,2,4015,15,178.06
663,227,3,4004,2,556.69
664,228,1,4001,12,264.62
665,228,2,4019,4,427.55
666,229,1,4005,11,357.53
667,229,2,4009,24,227.69
668,229,3,4000,26,1818.87
669,229,4,4013,-22,946.30
670,230,1,4000,35,1201.03
671,231,1,4013,15,1976.50
672,888672,2,4015,35,1715.26
673,231,3,4019,31,521.15
674,232,1,4016,31,1663.87
675,233,1,4019,10,173.56
676,233,2,4014,7,508.83
677,234,1,4010,34,1975.41
678,234,2,4012,28,298.99
679,234,3,4001,41,403.81
680,234,4,4011,16,651.84
681,234,5,4006,13,1635.81
682,235,1,4016,40,885.33
683,235,2,4015,22,1786.13
684,235,3,4016,50,1329.86
685,235,4,4004,17,737.19
686,236,1,4004,15,1661.86
687,237,1,4016,20,1111.06
688,237,2,4007,12,1883.09
689,237,3,4004,-50,1469.49
690,238,1,4016,34,1602.52
691,238,2,4019,11,209.27
692,238,3,4019,15,1504.70
693,238,4,4009,28,564.06
694,238,5,4004,25,1944.30
695,239,1,4019,1,1419.60
696,239,2,4005,39,127.85
697,239,3,4005,49,1953.15
698,240,1,4008,26,504.66
699,240,2,4004,9,255.71
700,888700,3,4003,14,1347.75
701,240,4,4014,34,214.20
702,241,1,4010,8,1223.97
703,241,2,4020,18,91.53
704,241,3,4015,30,345.23
705,242,1,4011,15,186.26
706,242,2,4013,16,1333.17
707,242,3,4008,4,1731.68
708,243,1,4002,41,845.09
709,243,2,4018,1,1613.92
710,243,3,4017,28,216.89
711,244,1,4019,37,1042.74
712,244,2,4003,7,1589.26
713,244,3,4012,49,1164.44
714,244,4,4018,46,701.14
715,244,5,4013,34,803.40
716,245,1,4013,14,58.05
717,246,1,4011,47,1782.98
718,247,1,4008,18,105.12
719,247,2,4010,50,426.67
720,248,1,4010,49,1632.78
721,248,2,4009,23,1482.32
722,248,3,4020,7,189.96
723,248,4,4010,12,412.28
724,249,1,4018,24,1919.02
725,249,2,4017,20,1403.45
726,249,3,4019,12,1394.32
727,249,4,4012,43,534.11
728,250,1,4009,25,1912.59
729,250,2,4001,40,173.60
730,251,1,4007,36,
731,251,2,4009,16,886.31
732,252,1,4018,2,971.71
733,252,2,4012,13,1697.33
734,253,1,4011,46,734.30
735,253,2,4007,16,720.58
736,253,3,4015,35,202.28
737,254,1,4020,21,1654.32
738,254,2,4014,36,455.69
739,254,3,4000,40,1186.22
740,254,4,4004,36,1304.05
741,254,5,4000,5,140.17
742,255,1,4014,32,1531.09
743,255,2,4016,20,1352.59
744,255,3,4000,27,1083.83
745,255,4,4002,40,1511.39
746,255,5,4019,40,833.29
747,256,1,4003,-12,1858.36
748,256,2,4015,26,1898.57
749,257,1,4008,22,629.28
750,257,2,4020,32,528.41
751,258,1,4001,22,197.12
752,259,1,4000,4,
753,259,2,4011,1,619.47
754,259,3,4006,5,385.08
755,259,4,4005,23,1369.53
756,259,5,4014,29,1760.55
757,260,1,4009,40,1079.80
758,261,1,4015,7,369.03
759,261,2,4017,13,1994.71
760,261,3,4007,25,1888.58
761,262,1,4011,10,1637.00
762,262,2,4018,4,1843.04
763,262,3,4018,7,191.00
764,263,1,4010,45,794.43
765,263,2,4013,9,404.10
766,263,3,4019,25,57.43
767,263,4,4001,25,1984.65
768,263,5,4018,34,384.28
769,264,1,4009,12,1481.12
770,264,2,4013,25,1928.73
771,264,3,4001,48,1699.95
772,264,4,4002,14,1900.43
773,888773,5,4012,46,421.41
774,265,1,4010,45,587.98
775,265,2,4001,12,1654.88
776,266,1,4018,10,1247.31
777,266,2,4008,46,1256.12
778,267,1,4006,-45,1648.87
779,267,2,4014,50,1204.26
780,267,3,4015,9,453.72
781,267,4,4012,5,661.48
782,268,1,4012,35,1712.46
783,268,2,4001,13,1113.95
784,268,3,4002,31,231.70
785,269,1,4001,16,748.09
786,270,1,4000,50,1539.41
787,270,2,4006,10,1901.32
788,270,3,4007,42,766.27
789,270,4,4014,12,678.42
790,270,5,4017,5,1207.30
791,888791,1,4005,4,139.61
792,271,2,4007,47,747.04
793,271,3,4003,1,1129.80
794,272,1,4015,49,1131.64
795,272,2,4007,37,572.11
796,273,1,4004,40,1960.46
797,273,2,4005,30,726.67
798,273,3,4009,25,1765.06
799,273,4,4012,10,826.64
800,274,1,4014,41,1884.34
801,274,2,4004,29,932.40
802,275,1,4019,14,1428.05
803,275,2,4020,24,1100.93
804,275,3,4009,20,291.25
805,275,4,4005,50,830.11
806,275,5,4006,43,1039.83
807,276,1,4004,37,553.91
808,276,2,4014,42,1565.90
809,276,3,4019,16,269.80
810,276,4,4002,34,1753.07
811,277,1,4011,1,1740.23
812,278,1,4010,48,433.89
813,278,2,4009,38,898.77
814,279,1,4019,36,1762.32
815,280,1,4007,11,1261.08
816,280,2,4004,8,301.83
817,280,3,4011,25,958.99
818,280,4,4018,29,371.85
819,281,1,4009,22,1774.12
820,281,2,4006,44,307.48
821,281,3,4019,41,1425.70
822,282,1,4008,2,1184.74
823,282,2,4010,13,1964.25
824,282,3,4013,11,485.22
825,282,4,4002,22,1502.50
826,888826,1,4018,36,1745.36
827,283,2,4008,2,407.29
828,283,3,4013,45,739.92
829,284,1,4015,46,1886.38
830,284,2,4010,19,1827.58
831,284,3,4007,33,55.78
832,284,4,4002,5,139.27
833,285,1,4002,1,1475.64
834,286,1,4003,38,1743.99
835,286,2,4002,40,1411.25
836,287,1,4006,6,192.26
837,287,2,4006,4,779.93
838,288,1,4001,39,943.73
839,288,2,4004,29,22.56
840,288,3,4006,35,386.80
841,288,4,4018,12,1515.01
842,289,1,4011,39,1284.78
843,289,2,4009,48,23.90
844,289,3,4001,49,132.62
845,290,1,4000,49,169.10
846,290,2,4019,48,643.61
847,290,3,4011,44,1142.71
848,290,4,4017,48,747.18
849,290,5,4014,48,1178.59
850,291,1,4014,21,1694.50
851,291,2,4004,29,1478.34
852,291,3,4013,21,1741.80
853,291,4,4000,43,310.57
854,292,1,4009,31,
855,292,2,4013,36,387.99
856,292,3,4010,11,1334.92
857,292,4,4006,46,585.75
858,293,1,4019,-32,622.94
859,293,2,4011,28,1202.24
860,293,3,4014,45,745.44
861,293,4,4010,24,426.82
862,294,1,4004,18,1158.67
863,294,2,4019,21,1148.83
864,294,3,4010,16,505.71
865,294,4,4016,33,774.45
866,295,1,4014,30,1782.91
867,295,2,4001,25,1584.65
868,295,3,4015,31,1269.81
869,295,4,4019,36,552.79
870,296,1,4003,13,1295.22
871,296,2,4009,19,1473.63
872,888872,3,4008,16,851.75
873,296,4,4002,14,60.31
874,296,5,4017,24,1820.52
875,297,1,4006,39,635.03
876,297,2,4000,46,576.68
877,298,1,4012,4,1109.62
878,299,1,4001,2,1296.19
879,299,2,4001,42,1135.58
880,299,3,4004,47,272.41
881,299,4,4011,7,1880.84
882,299,5,4001,22,693.71
883,300,1,4006,27,798.02
884,300,2,4001,29,1527.90
885,300,3,4015,42,58.21
886,300,4,4004,3,1519.47
887,300,5,4016,33,781.18
888,301,1,4006,-32,1432.34
889,301,2,4002,38,466.72
890,301,3,4004,38,1023.21
891,302,1,4016,1,1491.07
892,302,2,4010,25,411.16
893,302,3,4020,17,1304.42
894,302,4,4003,43,817.32
895,302,5,4009,48,419.11
896,303,1,4018,38,728.27
897,303,2,4010,17,
898,304,1,4019,32,783.26
899,304,2,4007,49,988.45
900,305,1,4000,40,10.54
